Bin center (eV),Counts per 2 eV bin
801.0,2
803.0,5
805.0,3
807.0,6
809.0,6
811.0,2
813.0,0
815.0,4
817.0,1
819.0,5
821.0,11
823.0,3
825.0,4
827.0,6
829.0,1
831.0,7
833.0,9
835.0,10
837.0,7
839.0,10
841.0,10
843.0,5
845.0,8
847.0,8
849.0,8
851.0,9
853.0,11
855.0,16
857.0,11
859.0,9
861.0,11
863.0,10
865.0,6
867.0,7
869.0,8
871.0,8
873.0,8
875.0,5
877.0,12
879.0,11
881.0,13
883.0,4
885.0,10
887.0,12
889.0,20
891.0,24
893.0,36
895.0,30
897.0,29
899.0,17
901.0,8
903.0,10
905.0,9
907.0,18
909.0,12
911.0,16
913.0,23
915.0,23
917.0,19
919.0,20
921.0,22
923.0,18
925.0,18
927.0,24
929.0,39
931.0,38
933.0,49
935.0,40
937.0,42
939.0,43
941.0,52
943.0,42
945.0,53
947.0,67
949.0,75
951.0,114
953.0,143
955.0,228
957.0,206
959.0,216
961.0,198
963.0,269
965.0,325
967.0,388
969.0,269
971.0,246
973.0,152
975.0,98
977.0,90
979.0,64
981.0,40
983.0,40
985.0,39
987.0,33
989.0,32
991.0,20
993.0,16
995.0,18
997.0,28
999.0,47
1001.0,39
1003.0,41
1005.0,60
1007.0,46
1009.0,68
1011.0,97
1013.0,247
1015.0,327
1017.0,250
1019.0,184
1021.0,140
1023.0,128
1025.0,235
1027.0,356
1029.0,471
1031.0,327
1033.0,214
1035.0,256
1037.0,274
1039.0,267
1041.0,181
1043.0,156
1045.0,102
1047.0,84
1049.0,65
1051.0,39
1053.0,60
1055.0,71
1057.0,54
1059.0,52
1061.0,44
1063.0,43
1065.0,36
1067.0,42
1069.0,46
1071.0,30
1073.0,35
1075.0,52
1077.0,52
1079.0,34
1081.0,37
1083.0,32
1085.0,24
1087.0,19
1089.0,18
1091.0,21
1093.0,13
1095.0,19
1097.0,19
1099.0,20
1101.0,21
1103.0,10
1105.0,18
1107.0,27
1109.0,21
1111.0,10
1113.0,17
1115.0,19
1117.0,25
1119.0,22
1121.0,26
1123.0,39
1125.0,43
1127.0,35
1129.0,40
1131.0,15
1133.0,16
1135.0,9
1137.0,10
1139.0,17
1141.0,16
1143.0,19
1145.0,16
1147.0,11
1149.0,9
1151.0,14
1153.0,18
1155.0,10
1157.0,16
1159.0,13
1161.0,27
1163.0,17
1165.0,22
1167.0,13
1169.0,14
1171.0,13
1173.0,19
1175.0,10
1177.0,25
1179.0,14
1181.0,18
1183.0,23
1185.0,10
1187.0,17
1189.0,22
1191.0,15
1193.0,12
1195.0,11
1197.0,15
1199.0,19
1201.0,21
1203.0,23
1205.0,15
1207.0,15
1209.0,13
1211.0,14
1213.0,12
1215.0,15
1217.0,19
1219.0,18
1221.0,19
1223.0,13
1225.0,13
1227.0,14
1229.0,18
1231.0,18
1233.0,18
1235.0,10
1237.0,16
1239.0,20
1241.0,14
1243.0,17
1245.0,23
1247.0,14
1249.0,19
1251.0,17
1253.0,21
1255.0,16
1257.0,15
1259.0,16
1261.0,19
1263.0,29
1265.0,34
1267.0,23
1269.0,15
1271.0,17
1273.0,17
1275.0,24
1277.0,26
1279.0,21
1281.0,22
1283.0,26
1285.0,38
1287.0,30
1289.0,19
1291.0,24
1293.0,25
1295.0,17
1297.0,19
1299.0,20
1301.0,21
1303.0,22
1305.0,23
1307.0,15
1309.0,12
1311.0,25
1313.0,32
1315.0,36
1317.0,13
1319.0,22
1321.0,27
1323.0,25
1325.0,20
1327.0,15
1329.0,22
1331.0,18
1333.0,18
1335.0,14
1337.0,21
1339.0,17
1341.0,12
1343.0,14
1345.0,19
1347.0,22
1349.0,24
1351.0,22
1353.0,27
1355.0,18
1357.0,16
1359.0,24
1361.0,18
1363.0,19
1365.0,15
1367.0,20
1369.0,23
1371.0,17
1373.0,26
1375.0,15
1377.0,29
1379.0,46
1381.0,31
1383.0,21
1385.0,15
1387.0,17
1389.0,18
1391.0,27
1393.0,15
1395.0,22
1397.0,13
1399.0,19
1401.0,35
1403.0,34
1405.0,32
1407.0,17
1409.0,25
1411.0,12
1413.0,21
1415.0,27
1417.0,21
1419.0,14
1421.0,16
1423.0,10
1425.0,15
1427.0,12
1429.0,19
1431.0,18
1433.0,22
1435.0,24
1437.0,29
1439.0,22
1441.0,24
1443.0,24
1445.0,24
1447.0,21
1449.0,18
1451.0,8
1453.0,12
1455.0,24
1457.0,18
1459.0,15
1461.0,22
1463.0,15
1465.0,12
1467.0,21
1469.0,14
1471.0,15
1473.0,18
1475.0,23
1477.0,18
1479.0,21
1481.0,14
1483.0,19
1485.0,19
1487.0,20
1489.0,23
1491.0,16
1493.0,17
1495.0,20
1497.0,13
1499.0,26
1501.0,12
1503.0,18
1505.0,17
1507.0,23
1509.0,26
1511.0,19
1513.0,16
1515.0,12
1517.0,17
1519.0,26
1521.0,21
1523.0,24
1525.0,22
1527.0,24
1529.0,23
1531.0,24
1533.0,20
1535.0,11
1537.0,10
1539.0,14
1541.0,14
1543.0,19
1545.0,19
1547.0,24
1549.0,21
1551.0,28
1553.0,28
1555.0,10
1557.0,33
1559.0,22
1561.0,16
1563.0,10
1565.0,12
1567.0,13
1569.0,10
1571.0,11
1573.0,11
1575.0,12
1577.0,18
1579.0,9
1581.0,13
1583.0,14
1585.0,10
1587.0,9
1589.0,18
1591.0,18
1593.0,21
1595.0,19
1597.0,7
1599.0,14
1601.0,17
1603.0,18
1605.0,13
1607.0,14
1609.0,20
1611.0,19
1613.0,20
1615.0,20
1617.0,10
1619.0,11
1621.0,15
1623.0,17
1625.0,12
1627.0,15
1629.0,8
1631.0,13
