Bin center (eV),Counts per 2 eV bin
801.0,20
803.0,22
805.0,16
807.0,16
809.0,28
811.0,29
813.0,40
815.0,40
817.0,51
819.0,46
821.0,58
823.0,54
825.0,47
827.0,66
829.0,92
831.0,126
833.0,151
835.0,213
837.0,255
839.0,307
841.0,292
843.0,287
845.0,295
847.0,347
849.0,402
851.0,442
853.0,424
855.0,287
857.0,225
859.0,159
861.0,122
863.0,106
865.0,87
867.0,65
869.0,78
871.0,65
873.0,50
875.0,48
877.0,48
879.0,27
881.0,42
883.0,40
885.0,47
887.0,49
889.0,60
891.0,52
893.0,49
895.0,44
897.0,75
899.0,117
901.0,176
903.0,228
905.0,282
907.0,251
909.0,167
911.0,124
913.0,157
915.0,240
917.0,328
919.0,350
921.0,395
923.0,340
925.0,291
927.0,263
929.0,261
931.0,262
933.0,247
935.0,174
937.0,134
939.0,146
941.0,122
943.0,96
945.0,76
947.0,78
949.0,67
951.0,70
953.0,73
955.0,59
957.0,51
959.0,44
961.0,41
963.0,43
965.0,45
967.0,51
969.0,43
971.0,51
973.0,48
975.0,36
977.0,31
979.0,52
981.0,39
983.0,21
985.0,35
987.0,23
989.0,31
991.0,34
993.0,25
995.0,33
997.0,30
999.0,35
1001.0,29
1003.0,28
1005.0,28
1007.0,24
1009.0,23
1011.0,24
1013.0,24
1015.0,22
1017.0,30
1019.0,34
1021.0,17
1023.0,21
1025.0,26
1027.0,44
1029.0,48
1031.0,42
1033.0,42
1035.0,26
1037.0,31
1039.0,28
1041.0,22
1043.0,12
1045.0,21
1047.0,29
1049.0,22
1051.0,21
1053.0,21
1055.0,35
1057.0,18
1059.0,16
1061.0,26
1063.0,20
1065.0,14
1067.0,11
1069.0,26
1071.0,21
1073.0,16
1075.0,31
1077.0,23
1079.0,19
1081.0,31
1083.0,19
1085.0,15
1087.0,20
1089.0,14
1091.0,22
1093.0,19
1095.0,15
1097.0,27
1099.0,22
1101.0,25
1103.0,21
1105.0,25
1107.0,30
1109.0,33
1111.0,33
1113.0,30
1115.0,27
1117.0,37
1119.0,34
1121.0,26
