Bin center (eV),Counts per 2 eV bin
801.0,14
803.0,18
805.0,10
807.0,13
809.0,6
811.0,16
813.0,17
815.0,20
817.0,18
819.0,18
821.0,25
823.0,20
825.0,18
827.0,23
829.0,26
831.0,35
833.0,49
835.0,58
837.0,74
839.0,82
841.0,109
843.0,118
845.0,103
847.0,138
849.0,136
851.0,141
853.0,169
855.0,142
857.0,100
859.0,92
861.0,52
863.0,22
865.0,26
867.0,23
869.0,14
871.0,13
873.0,24
875.0,22
877.0,22
879.0,14
881.0,17
883.0,12
885.0,24
887.0,21
889.0,27
891.0,18
893.0,25
895.0,17
897.0,28
899.0,47
901.0,59
903.0,73
905.0,118
907.0,115
909.0,88
911.0,64
913.0,52
915.0,91
917.0,122
919.0,143
921.0,152
923.0,183
925.0,128
927.0,121
929.0,93
931.0,93
933.0,77
935.0,81
937.0,52
939.0,39
941.0,31
943.0,28
945.0,18
947.0,23
949.0,28
951.0,24
953.0,19
955.0,13
957.0,15
959.0,14
961.0,12
963.0,20
965.0,17
967.0,10
969.0,13
971.0,11
973.0,27
975.0,14
977.0,12
979.0,7
981.0,17
983.0,16
985.0,9
987.0,7
989.0,2
991.0,9
993.0,10
995.0,6
997.0,7
999.0,5
1001.0,8
1003.0,8
1005.0,8
1007.0,5
1009.0,7
1011.0,4
1013.0,6
1015.0,11
1017.0,6
1019.0,8
1021.0,8
1023.0,4
1025.0,13
1027.0,11
1029.0,15
1031.0,11
1033.0,16
1035.0,13
1037.0,13
1039.0,15
1041.0,4
1043.0,6
1045.0,6
1047.0,2
1049.0,2
1051.0,6
1053.0,11
1055.0,10
1057.0,9
1059.0,5
1061.0,7
1063.0,2
1065.0,9
1067.0,7
1069.0,8
1071.0,8
1073.0,10
1075.0,7
1077.0,8
1079.0,6
1081.0,5
1083.0,11
1085.0,4
1087.0,8
1089.0,8
1091.0,8
1093.0,9
1095.0,8
1097.0,9
1099.0,9
1101.0,0
1103.0,10
1105.0,8
1107.0,4
1109.0,6
1111.0,5
1113.0,3
1115.0,7
1117.0,6
1119.0,9
1121.0,8
1123.0,6
1125.0,9
1127.0,5
1129.0,10
1131.0,4
1133.0,7
1135.0,7
1137.0,5
1139.0,9
1141.0,6
1143.0,4
1145.0,5
1147.0,6
1149.0,7
1151.0,5
1153.0,8
1155.0,8
1157.0,6
1159.0,6
1161.0,7
1163.0,5
1165.0,6
1167.0,6
1169.0,7
1171.0,4
1173.0,10
1175.0,5
1177.0,7
1179.0,11
1181.0,4
1183.0,8
1185.0,9
1187.0,5
1189.0,5
1191.0,5
1193.0,6
1195.0,10
1197.0,8
1199.0,16
1201.0,19
1203.0,12
1205.0,8
1207.0,6
1209.0,8
1211.0,10
1213.0,5
1215.0,11
1217.0,4
1219.0,10
1221.0,8
1223.0,10
1225.0,11
1227.0,20
1229.0,8
1231.0,9
1233.0,10
1235.0,7
1237.0,4
1239.0,11
1241.0,9
1243.0,10
1245.0,10
1247.0,11
1249.0,13
1251.0,8
1253.0,4
1255.0,5
1257.0,2
1259.0,2
1261.0,7
1263.0,11
1265.0,15
1267.0,13
1269.0,8
1271.0,4
1273.0,10
1275.0,10
1277.0,10
1279.0,8
1281.0,2
1283.0,5
1285.0,9
1287.0,5
1289.0,5
1291.0,8
1293.0,10
1295.0,9
1297.0,3
1299.0,9
1301.0,2
1303.0,8
1305.0,6
1307.0,7
1309.0,4
1311.0,7
1313.0,12
1315.0,14
1317.0,3
1319.0,10
1321.0,6
1323.0,4
1325.0,11
1327.0,10
1329.0,5
1331.0,10
1333.0,8
1335.0,8
1337.0,11
1339.0,10
1341.0,5
1343.0,10
1345.0,12
1347.0,18
1349.0,13
1351.0,10
1353.0,6
1355.0,5
1357.0,7
1359.0,7
1361.0,4
1363.0,8
1365.0,6
1367.0,10
1369.0,8
1371.0,7
1373.0,5
1375.0,12
1377.0,18
1379.0,15
1381.0,13
1383.0,6
1385.0,13
1387.0,5
1389.0,7
1391.0,12
1393.0,11
1395.0,7
1397.0,8
1399.0,4
1401.0,3
1403.0,5
1405.0,5
1407.0,4
1409.0,7
1411.0,8
1413.0,4
1415.0,6
1417.0,8
1419.0,6
1421.0,6
1423.0,14
1425.0,9
1427.0,7
1429.0,8
1431.0,11
1433.0,10
1435.0,7
1437.0,7
1439.0,3
1441.0,5
1443.0,5
1445.0,5
1447.0,12
1449.0,7
1451.0,8
1453.0,5
1455.0,9
1457.0,3
1459.0,5
1461.0,11
1463.0,11
1465.0,4
1467.0,8
1469.0,7
1471.0,8
1473.0,10
1475.0,8
1477.0,5
1479.0,4
1481.0,6
1483.0,5
1485.0,9
1487.0,6
1489.0,11
1491.0,4
1493.0,7
1495.0,5
1497.0,8
1499.0,6
1501.0,11
1503.0,10
1505.0,4
1507.0,12
1509.0,5
1511.0,10
1513.0,11
1515.0,17
1517.0,3
1519.0,4
1521.0,6
1523.0,8
1525.0,6
1527.0,12
1529.0,11
1531.0,6
1533.0,14
1535.0,3
1537.0,10
1539.0,10
1541.0,5
1543.0,9
1545.0,3
1547.0,9
1549.0,5
1551.0,9
1553.0,11
1555.0,9
1557.0,12
1559.0,7
1561.0,5
1563.0,12
1565.0,8
1567.0,6
1569.0,13
1571.0,11
1573.0,4
1575.0,5
1577.0,7
1579.0,7
1581.0,4
1583.0,6
1585.0,6
1587.0,3
1589.0,7
1591.0,7
1593.0,2
1595.0,10
1597.0,3
1599.0,7
1601.0,5
1603.0,5
1605.0,6
1607.0,10
1609.0,3
1611.0,14
1613.0,9
1615.0,6
1617.0,7
1619.0,8
1621.0,11
1623.0,10
1625.0,4
1627.0,12
1629.0,11
1631.0,17
1633.0,10
1635.0,6
1637.0,3
1639.0,3
1641.0,6
1643.0,4
1645.0,8
1647.0,4
1649.0,10
1651.0,5
1653.0,3
1655.0,8
1657.0,4
1659.0,9
1661.0,3
1663.0,6
1665.0,13
1667.0,8
1669.0,6
1671.0,13
1673.0,8
1675.0,5
1677.0,7
1679.0,8
1681.0,5
1683.0,3
1685.0,3
1687.0,13
1689.0,4
1691.0,5
1693.0,8
1695.0,10
1697.0,2
1699.0,6
1701.0,4
1703.0,3
1705.0,4
1707.0,6
1709.0,6
1711.0,7
1713.0,1
1715.0,3
1717.0,8
1719.0,5
1721.0,5
1723.0,4
1725.0,7
1727.0,10
1729.0,14
1731.0,9
1733.0,7
1735.0,4
1737.0,5
1739.0,14
1741.0,11
1743.0,5
1745.0,2
1747.0,5
1749.0,4
1751.0,10
1753.0,0
1755.0,7
1757.0,1
1759.0,10
1761.0,8
1763.0,13
1765.0,6
1767.0,3
1769.0,9
1771.0,4
1773.0,2
1775.0,2
1777.0,5
1779.0,6
1781.0,5
1783.0,11
1785.0,7
1787.0,7
1789.0,4
1791.0,4
1793.0,5
1795.0,3
1797.0,4
1799.0,6
1801.0,7
1803.0,4
1805.0,4
1807.0,9
1809.0,8
1811.0,8
1813.0,4
1815.0,5
1817.0,3
1819.0,4
1821.0,5
1823.0,6
1825.0,4
1827.0,7
1829.0,8
1831.0,5
1833.0,6
1835.0,10
1837.0,9
1839.0,8
1841.0,4
1843.0,7
1845.0,5
1847.0,11
1849.0,5
1851.0,9
1853.0,6
1855.0,7
1857.0,5
1859.0,10
1861.0,15
1863.0,13
1865.0,13
1867.0,14
1869.0,16
1871.0,15
1873.0,22
1875.0,26
1877.0,18
1879.0,10
1881.0,11
1883.0,16
1885.0,10
1887.0,13
1889.0,8
1891.0,22
1893.0,27
1895.0,23
1897.0,13
1899.0,3
1901.0,5
1903.0,8
1905.0,12
1907.0,5
1909.0,8
1911.0,6
1913.0,9
1915.0,2
1917.0,5
1919.0,11
1921.0,5
1923.0,14
1925.0,10
1927.0,5
1929.0,5
1931.0,9
1933.0,8
1935.0,7
1937.0,11
1939.0,8
1941.0,7
1943.0,3
1945.0,8
1947.0,5
1949.0,2
1951.0,3
1953.0,8
1955.0,2
1957.0,3
1959.0,8
1961.0,4
1963.0,6
1965.0,9
1967.0,8
1969.0,2
1971.0,7
1973.0,4
1975.0,9
1977.0,7
1979.0,11
1981.0,8
1983.0,5
1985.0,8
1987.0,10
1989.0,8
1991.0,8
1993.0,9
1995.0,6
1997.0,4
1999.0,6
2001.0,9
2003.0,4
2005.0,0
2007.0,3
2009.0,6
2011.0,7
2013.0,10
2015.0,8
2017.0,6
2019.0,9
2021.0,5
2023.0,5
2025.0,5
2027.0,6
2029.0,8
2031.0,5
2033.0,3
2035.0,2
2037.0,8
2039.0,6
2041.0,5
2043.0,12
2045.0,13
2047.0,11
2049.0,9
2051.0,9
2053.0,7
2055.0,4
2057.0,1
2059.0,12
2061.0,5
2063.0,9
2065.0,9
2067.0,8
2069.0,9
2071.0,7
2073.0,4
2075.0,7
2077.0,9
2079.0,10
2081.0,12
2083.0,12
2085.0,6
2087.0,12
2089.0,10
2091.0,6
2093.0,13
2095.0,12
2097.0,14
2099.0,7
2101.0,11
2103.0,7
2105.0,11
2107.0,13
2109.0,18
2111.0,23
2113.0,11
2115.0,9
2117.0,10
2119.0,5
2121.0,8
2123.0,9
2125.0,11
2127.0,10
2129.0,10
2131.0,10
2133.0,6
2135.0,7
2137.0,8
2139.0,14
2141.0,14
2143.0,13
2145.0,12
2147.0,7
2149.0,4
2151.0,13
2153.0,15
2155.0,11
2157.0,23
2159.0,25
2161.0,14
2163.0,16
2165.0,17
2167.0,13
2169.0,12
2171.0,7
2173.0,9
2175.0,11
2177.0,12
2179.0,32
2181.0,19
2183.0,18
2185.0,7
2187.0,11
2189.0,10
2191.0,13
2193.0,5
2195.0,9
2197.0,8
2199.0,12
2201.0,7
2203.0,13
2205.0,15
2207.0,10
2209.0,14
2211.0,12
2213.0,9
2215.0,6
2217.0,6
2219.0,10
2221.0,15
2223.0,16
2225.0,19
2227.0,28
2229.0,24
2231.0,10
2233.0,12
2235.0,2
2237.0,13
2239.0,8
2241.0,6
2243.0,13
2245.0,9
2247.0,12
2249.0,22
2251.0,21
2253.0,7
2255.0,11
2257.0,11
2259.0,6
2261.0,6
2263.0,6
2265.0,10
2267.0,10
2269.0,19
2271.0,19
2273.0,22
2275.0,18
2277.0,17
2279.0,16
2281.0,23
2283.0,16
2285.0,9
2287.0,13
2289.0,19
2291.0,17
2293.0,20
2295.0,16
2297.0,18
2299.0,17
2301.0,14
2303.0,11
2305.0,9
2307.0,9
2309.0,14
2311.0,15
2313.0,9
2315.0,16
2317.0,12
2319.0,20
2321.0,25
2323.0,19
2325.0,8
2327.0,14
2329.0,13
2331.0,12
2333.0,12
2335.0,12
2337.0,13
2339.0,11
2341.0,14
2343.0,25
2345.0,23
2347.0,17
2349.0,15
2351.0,14
2353.0,8
2355.0,10
2357.0,10
2359.0,15
2361.0,14
2363.0,13
2365.0,25
2367.0,16
2369.0,15
2371.0,18
2373.0,12
2375.0,7
2377.0,9
2379.0,6
2381.0,10
2383.0,19
2385.0,12
2387.0,13
2389.0,11
2391.0,16
2393.0,19
2395.0,17
2397.0,10
2399.0,14
2401.0,14
2403.0,13
2405.0,14
2407.0,22
2409.0,19
2411.0,23
2413.0,22
2415.0,31
2417.0,17
2419.0,24
2421.0,16
2423.0,11
2425.0,11
2427.0,21
2429.0,8
2431.0,14
2433.0,18
2435.0,15
2437.0,19
2439.0,18
2441.0,26
2443.0,17
2445.0,12
2447.0,13
2449.0,16
2451.0,12
2453.0,18
2455.0,23
2457.0,30
2459.0,57
2461.0,35
2463.0,25
2465.0,26
2467.0,11
2469.0,20
2471.0,20
2473.0,18
2475.0,16
2477.0,17
2479.0,13
2481.0,11
2483.0,12
2485.0,11
2487.0,15
2489.0,19
2491.0,19
2493.0,8
2495.0,16
2497.0,12
2499.0,18
2501.0,17
2503.0,16
2505.0,17
2507.0,11
2509.0,10
2511.0,12
2513.0,13
2515.0,15
2517.0,19
2519.0,19
2521.0,18
2523.0,11
2525.0,12
2527.0,16
2529.0,14
2531.0,10
2533.0,18
2535.0,13
2537.0,13
2539.0,18
2541.0,29
2543.0,16
2545.0,24
2547.0,18
2549.0,16
2551.0,15
2553.0,27
2555.0,19
2557.0,15
2559.0,10
2561.0,23
2563.0,14
2565.0,27
2567.0,17
2569.0,11
2571.0,10
2573.0,19
2575.0,11
2577.0,15
2579.0,14
2581.0,11
2583.0,14
2585.0,11
2587.0,19
2589.0,23
2591.0,16
2593.0,27
2595.0,33
2597.0,31
2599.0,29
2601.0,20
2603.0,16
2605.0,19
2607.0,18
2609.0,18
2611.0,14
2613.0,25
2615.0,18
2617.0,19
2619.0,20
2621.0,24
2623.0,23
2625.0,16
2627.0,17
2629.0,19
2631.0,17
2633.0,20
2635.0,10
2637.0,8
2639.0,23
2641.0,15
2643.0,12
2645.0,17
2647.0,20
2649.0,15
2651.0,18
2653.0,15
2655.0,13
2657.0,19
2659.0,16
2661.0,19
2663.0,13
2665.0,22
2667.0,21
2669.0,33
2671.0,33
2673.0,38
2675.0,18
2677.0,19
2679.0,9
2681.0,9
2683.0,10
2685.0,10
2687.0,18
2689.0,14
2691.0,16
2693.0,15
2695.0,5
2697.0,9
2699.0,9
2701.0,13
2703.0,17
2705.0,23
2707.0,24
2709.0,13
2711.0,19
2713.0,13
2715.0,18
2717.0,37
2719.0,33
2721.0,32
2723.0,8
2725.0,25
2727.0,21
2729.0,9
2731.0,9
2733.0,13
2735.0,8
2737.0,14
2739.0,10
2741.0,11
2743.0,16
2745.0,20
2747.0,33
2749.0,26
2751.0,21
2753.0,19
2755.0,20
2757.0,20
2759.0,16
2761.0,18
2763.0,15
2765.0,14
2767.0,16
2769.0,13
2771.0,11
2773.0,11
2775.0,16
2777.0,10
2779.0,15
2781.0,34
2783.0,34
2785.0,22
2787.0,20
2789.0,19
2791.0,27
2793.0,23
2795.0,20
2797.0,17
2799.0,11
2801.0,9
2803.0,20
2805.0,15
2807.0,10
2809.0,17
2811.0,19
2813.0,13
2815.0,15
2817.0,16
2819.0,9
2821.0,18
2823.0,20
2825.0,31
2827.0,39
2829.0,33
2831.0,21
2833.0,18
2835.0,23
2837.0,22
2839.0,22
2841.0,14
2843.0,9
2845.0,13
2847.0,15
2849.0,20
2851.0,17
2853.0,23
2855.0,22
2857.0,13
2859.0,18
2861.0,11
2863.0,14
2865.0,18
2867.0,19
2869.0,26
2871.0,17
2873.0,11
2875.0,17
2877.0,22
2879.0,15
2881.0,12
2883.0,14
2885.0,11
2887.0,17
2889.0,10
2891.0,24
2893.0,24
2895.0,23
2897.0,27
2899.0,15
2901.0,13
2903.0,19
2905.0,21
2907.0,28
2909.0,40
2911.0,26
2913.0,17
2915.0,13
2917.0,11
2919.0,8
2921.0,16
2923.0,14
2925.0,9
2927.0,19
2929.0,19
2931.0,15
2933.0,16
2935.0,11
2937.0,10
2939.0,11
2941.0,19
2943.0,18
2945.0,24
2947.0,16
2949.0,10
2951.0,27
2953.0,15
2955.0,23
2957.0,24
2959.0,31
2961.0,33
2963.0,26
2965.0,16
2967.0,8
2969.0,10
2971.0,9
2973.0,9
2975.0,14
2977.0,10
2979.0,10
2981.0,14
2983.0,15
2985.0,17
2987.0,15
2989.0,14
2991.0,22
2993.0,38
2995.0,29
2997.0,24
2999.0,11
3001.0,10
3003.0,7
3005.0,15
3007.0,18
3009.0,13
3011.0,17
3013.0,16
3015.0,19
3017.0,15
3019.0,21
3021.0,3
3023.0,7
3025.0,5
3027.0,9
3029.0,16
3031.0,19
3033.0,14
3035.0,14
3037.0,12
3039.0,13
3041.0,15
3043.0,26
3045.0,43
3047.0,26
3049.0,28
3051.0,17
3053.0,15
3055.0,13
3057.0,13
3059.0,22
3061.0,19
3063.0,16
3065.0,15
3067.0,16
3069.0,12
3071.0,18
3073.0,12
3075.0,10
3077.0,8
3079.0,8
3081.0,9
3083.0,8
3085.0,14
3087.0,17
3089.0,19
3091.0,26
3093.0,24
3095.0,11
3097.0,16
3099.0,13
3101.0,21
3103.0,16
3105.0,20
3107.0,26
3109.0,43
3111.0,29
3113.0,27
3115.0,34
3117.0,22
3119.0,11
3121.0,25
3123.0,15
3125.0,22
3127.0,10
3129.0,15
3131.0,12
3133.0,8
3135.0,7
3137.0,10
3139.0,11
3141.0,14
3143.0,15
3145.0,18
3147.0,15
3149.0,19
3151.0,16
3153.0,19
3155.0,24
3157.0,15
3159.0,6
3161.0,4
3163.0,10
3165.0,11
3167.0,17
3169.0,11
3171.0,17
3173.0,15
3175.0,12
3177.0,16
3179.0,27
3181.0,19
3183.0,22
3185.0,3
3187.0,9
3189.0,4
3191.0,11
3193.0,17
3195.0,13
3197.0,19
3199.0,20
3201.0,16
3203.0,12
3205.0,8
3207.0,9
3209.0,12
3211.0,16
3213.0,15
3215.0,19
3217.0,17
3219.0,15
3221.0,19
3223.0,17
3225.0,14
3227.0,16
3229.0,22
3231.0,27
3233.0,16
3235.0,18
3237.0,20
3239.0,12
3241.0,11
3243.0,8
3245.0,17
3247.0,13
3249.0,10
3251.0,9
3253.0,9
3255.0,10
3257.0,4
3259.0,8
3261.0,15
3263.0,10
3265.0,15
3267.0,15
3269.0,15
3271.0,28
3273.0,19
3275.0,24
3277.0,23
3279.0,23
3281.0,17
3283.0,16
3285.0,17
3287.0,11
3289.0,8
3291.0,12
3293.0,11
3295.0,13
3297.0,8
3299.0,9
3301.0,17
3303.0,12
3305.0,12
3307.0,8
3309.0,9
3311.0,12
3313.0,16
3315.0,17
3317.0,35
3319.0,32
3321.0,23
3323.0,13
3325.0,13
3327.0,14
3329.0,22
3331.0,9
3333.0,14
3335.0,21
3337.0,30
3339.0,23
3341.0,17
3343.0,11
3345.0,24
3347.0,25
3349.0,13
3351.0,18
3353.0,9
3355.0,13
3357.0,4
3359.0,8
3361.0,9
3363.0,6
3365.0,13
3367.0,8
3369.0,12
3371.0,22
3373.0,15
3375.0,11
3377.0,17
3379.0,21
3381.0,31
3383.0,37
3385.0,28
3387.0,28
3389.0,15
3391.0,28
3393.0,29
3395.0,18
3397.0,11
3399.0,12
3401.0,7
3403.0,6
3405.0,9
3407.0,6
3409.0,3
3411.0,10
3413.0,10
3415.0,16
3417.0,29
3419.0,19
3421.0,14
3423.0,21
3425.0,14
3427.0,10
3429.0,19
3431.0,30
3433.0,24
3435.0,9
3437.0,18
3439.0,20
3441.0,16
3443.0,6
3445.0,7
3447.0,13
3449.0,7
3451.0,8
3453.0,17
3455.0,23
3457.0,25
3459.0,22
3461.0,15
3463.0,13
3465.0,12
3467.0,15
3469.0,32
3471.0,30
3473.0,27
3475.0,19
3477.0,10
3479.0,3
3481.0,6
3483.0,6
3485.0,6
3487.0,4
3489.0,13
3491.0,16
3493.0,8
3495.0,3
3497.0,1
3499.0,9
3501.0,7
3503.0,7
3505.0,15
3507.0,12
3509.0,10
3511.0,6
3513.0,11
3515.0,12
3517.0,7
3519.0,17
3521.0,11
3523.0,6
3525.0,10
3527.0,14
3529.0,25
3531.0,15
3533.0,5
3535.0,10
3537.0,15
3539.0,20
3541.0,13
3543.0,11
3545.0,12
3547.0,8
3549.0,11
3551.0,11
3553.0,7
3555.0,7
3557.0,15
3559.0,12
3561.0,5
3563.0,5
3565.0,12
3567.0,8
3569.0,8
