Bin center (eV),Counts per 2 eV bin
800.5,17
801.5,16
802.5,18
803.5,13
804.5,17
805.5,19
806.5,20
807.5,26
808.5,25
809.5,31
810.5,42
811.5,28
812.5,39
813.5,41
814.5,35
815.5,47
816.5,39
817.5,41
818.5,43
819.5,56
820.5,49
821.5,57
822.5,71
823.5,63
824.5,65
825.5,70
826.5,67
827.5,74
828.5,55
829.5,52
830.5,65
831.5,69
832.5,84
833.5,83
834.5,73
835.5,70
836.5,75
837.5,78
838.5,76
839.5,91
840.5,68
841.5,80
842.5,83
843.5,81
844.5,87
845.5,93
846.5,83
847.5,85
848.5,81
849.5,99
850.5,97
851.5,82
852.5,83
853.5,69
854.5,88
855.5,64
856.5,56
857.5,71
858.5,60
859.5,47
860.5,49
861.5,40
862.5,60
863.5,52
864.5,48
865.5,49
866.5,39
867.5,35
868.5,34
869.5,39
870.5,30
871.5,27
872.5,32
873.5,29
874.5,38
875.5,39
876.5,23
877.5,26
878.5,20
879.5,24
880.5,24
881.5,38
882.5,28
883.5,32
884.5,31
885.5,36
886.5,46
887.5,41
888.5,37
889.5,65
890.5,84
891.5,46
892.5,62
893.5,54
894.5,54
895.5,58
896.5,66
897.5,73
898.5,84
899.5,76
900.5,90
901.5,83
902.5,64
903.5,82
904.5,80
905.5,74
906.5,58
907.5,77
908.5,68
909.5,72
910.5,91
911.5,76
912.5,95
913.5,84
914.5,71
915.5,82
916.5,80
917.5,76
918.5,83
919.5,81
920.5,72
921.5,91
922.5,73
923.5,72
924.5,90
925.5,65
926.5,84
927.5,60
928.5,69
929.5,65
930.5,53
931.5,58
932.5,79
933.5,69
934.5,78
935.5,58
936.5,37
937.5,55
938.5,54
939.5,51
940.5,51
941.5,42
942.5,34
943.5,46
944.5,44
945.5,54
946.5,23
947.5,22
948.5,36
949.5,23
950.5,22
951.5,21
952.5,31
953.5,26
954.5,45
955.5,32
956.5,19
957.5,19
958.5,19
959.5,20
960.5,22
961.5,20
962.5,16
963.5,15
964.5,17
965.5,17
966.5,23
967.5,16
968.5,21
969.5,25
970.5,25
971.5,26
972.5,17
973.5,14
974.5,10
975.5,15
976.5,14
977.5,15
978.5,16
979.5,12
980.5,12
981.5,13
982.5,12
983.5,8
984.5,17
985.5,13
986.5,12
987.5,11
988.5,15
989.5,17
990.5,13
991.5,10
992.5,13
993.5,9
994.5,14
995.5,8
996.5,13
997.5,11
998.5,16
999.5,14
1000.5,10
1001.5,11
1002.5,15
1003.5,15
1004.5,9
1005.5,9
1006.5,5
1007.5,4
1008.5,13
1009.5,13
1010.5,11
1011.5,10
1012.5,10
1013.5,7
